hashtag,tweet_id
svpol,7.841416164161864e+17
PottyRock,8.08956394955305e+17
ThingsThatDisturbMe,7.930913674928415e+17
GiftIdeasForPoliticians,8.090754618755809e+17
WakeUpAmerica,7.731435006028104e+17
InternetFreedom,8.048069117995254e+17
justinbieber,8.113489958219899e+17
IHaveADreamThat,8.210083740242739e+17
SecondhandGifts,8.116047890333737e+17
AmericaFirst,7.779444245799444e+17
maga,7.977528999463772e+17
ChristmasAftermath,8.133865639629373e+17
tcot,7.125485021156393e+17
RulesForEverydayLiving,7.803490538465812e+17
TrumpTrain,7.582272124956467e+17
HillaryClinton,7.582272124956467e+17
BillClinton,7.582272124956467e+17
2016ElectionIn3Words,7.95646484670718e+17
MondayMorningsAre,7.82946539299672e+17
Obama,7.681565415601684e+17
Clinton,7.681565415601684e+17
Germany,7.681565415601684e+17
NFL,8.451135725521428e+17
MarriageEquality,5.938979721879962e+17
InKindergartenILearned,6.524111481433006e+17
UniteBlue,7.769052838722396e+17
p2,7.769052838722396e+17
BernieOrBust,7.769052838722396e+17
pda,7.769052838722396e+17
WFK,8.16470581545726e+17
VoteOn,7.841032133939077e+17
GoVote,7.841032133939077e+17
1uVote,7.841032133939077e+17
debates,7.841032133939077e+17
MDeoj,7.841032133939077e+17
FollowTheMoney,7.841032133939077e+17
SCOTUSatStake,7.841032133939077e+17
voteearly,7.841032133939077e+17
StrongerTogether,7.841032133939077e+17
SpecialProsecutor,8.215150390395085e+17
Hillary,7.76819079885656e+17
HillarysHealth,7.76819079885656e+17
ThingsThatShouldBeCensored,8.01452964103721e+17
MOGMApproved,8.280069183964733e+17
MakeAMovieFat,5.789749929075712e+17
My2017Resolution,8.083239418277478e+17
pjnet,7.965907423953592e+17
maga,8.084064588366684e+17
OneLetterOffSports,7.741597530311885e+17
PlennyJuices,8.05417009836073e+17
TrumpsArmy,7.703022503381893e+17
CrookedHillary,7.703022503381893e+17
TrumpTrain,7.980709968424796e+17
maga,7.815641556899594e+17
HillaryForPrison,7.873430274045501e+17
MyEmmyNominationWouldBe,7.778785056987546e+17
GiftIdeasForPoliticians,8.090640253257646e+17
InHonorOf,7.373888674273935e+17
ILove__ButIHate__,8.107663937885266e+17
MakeMeHateYouInOnePhrase,7.880127369491948e+17
TrumpForPresident,7.96073543255597e+17
TrumpPence16,7.96073543255597e+17
RuinADinnerInOnePhrase,7.836812125732905e+17
sp,8.224008782881915e+17
IslamKills,7.123427166637507e+17
NeverHillary,7.607842517385257e+17
J,8.440233854536622e+17
2016In4Words,8.141369505212334e+17
tcot,6.988068114706678e+17
FBI,7.815335715466568e+17
MakeMeHateYouInOnePhrase,7.880189778470134e+17
MusingsFromBarbiesDiary,8.108826508775997e+17
news,7.854340073537659e+17
ToDoListBeforeChristmas,8.032478500206838e+17
TrumpForPresident,7.960880680968192e+17
Election2016,7.960880680968192e+17
HillaryForPrison2016,7.960880680968192e+17
GODBLESSAMERICA,7.960880680968192e+17
Trump2016,7.960880680968192e+17
NewHampshireForTrump,6.984295909817057e+17
ThingsThatShouldBeCensored,8.014704377336627e+17
TrumpBecause,6.287177410258002e+17
Iamonfire,5.561582037050368e+17
HillaryForPrison2016,7.961355457348403e+17
Election2016,7.961355457348403e+17
TrumpForPresident,7.961355457348403e+17
maga,7.961355457348403e+17
MeanGirlsRules,7.829414012564521e+17
Trump,7.842217840988692e+17
2A,7.842217840988692e+17
maga,7.842217840988692e+17
JamilahKing,7.964872477008814e+17
news,5.953787453489111e+17
WhatIWantForChristmasIn4Words,8.018029669738373e+17
ThingsNotTaughtAtSchool,7.862184622888141e+17
MAGA3,7.939682416307405e+17
DEMDebate,7.077421342422999e+17
Hillary,7.772017211477402e+17
Trump,7.772017211477402e+17
TrumpTrain,7.772017211477402e+17
Merkel,7.561069602153472e+17
Pence,7.835652667730493e+17
VPDebate,7.835652667730493e+17
Kaine,7.835652667730493e+17
pjnet,7.031360728431534e+17
Hispanic,8.236871547527782e+17
HillarysEarPiece,7.739711776854712e+17
DealBreakerIn3Words,7.710346513014415e+17
SuperOldHeroes,8.376202626360443e+17
ShouldBeAllowedAtWork,8.191738228134011e+17
kyballion,6.956886365582254e+17
EmojiAWeekend,6.3508883129788e+17
MakeTVShowsCanadian,8.930337820428083e+17
ThanksObama,7.801762699713823e+17
maga,8.3085377466735e+17
IdRunForPresidentIf,8.065190226490163e+17
Fencing,8.269563237702902e+17
celebs,8.470048324981146e+17
latinos,6.76402846544212e+17
Politics,7.653715604462223e+17
TrumpPence,7.802428290795643e+17
MakeAmericaGreatAgain,7.802428290795643e+17
BlackToLive,7.847010133789491e+17
pjnet,7.018452973879378e+17
ThingsMoreTrustedThanHillary,7.805856577520927e+17
2016ElectionIn3Words,7.956549131077181e+17
Trump,7.848040818481889e+17
Hillary,7.848040818481889e+17
Blacks4Trump,7.79300627692286e+17
GiftIdeasForPoliticians,8.090576241803264e+17
AddASongRuinAMovie,8.061333335288381e+17
CCOT,7.772371022327357e+17
AmericaFirst,7.772371022327357e+17
HILLorado,7.772371022327357e+17
Hillary,7.772371022327357e+17
imwithher,7.772371022327357e+17
Mo,6.955686658994586e+17
InternationalWomensDay,8.395210664689787e+17
Unfall,7.528929340438651e+17
IGetDepressedWhen,7.71021036368298e+17
TopVideo,7.80568776592896e+17
TrumpWon,7.857737025163551e+17
Debates2016,7.857737025163551e+17
Debate,7.857737025163551e+17
rapefugees,6.898128886686638e+17
Hurghada,8.86226047884243e+17
2016In4Words,8.141584531994747e+17
nowplaying,8.57106432507949e+17
MillennialSportsTeams,7.887978919721779e+17
BasementDwellers,7.823908162704548e+17
WearHoodieForTrayvon,7.032725091734241e+17
SanBernardino,6.724465853058499e+17
MakeTVShowsAustralian,8.292763825889853e+17
AddASongRuinAMovie,8.060398671382897e+17
NeverTrump,7.931719631790735e+17
Election2016,7.87085322890965e+17
TrumpTrain,7.613521265346724e+17
RuinADinnerInOnePhrase,7.836699991392911e+17
Hannit,7.933642298437386e+17
media,8.435036647278019e+17
YouTubeChannelsINeed,8.235392310207488e+17
libtard,8.192856317130342e+17
2017SurvivalTips,8.159276422685696e+17
wikileaks,7.892551369505137e+17
PodestaEmails,7.892551369505137e+17
CruzCrew,7.009995297728799e+17
pjnet,6.086936566529475e+17
TrumpsFavoriteHeadline,7.659131528569405e+17
famouscreatures,7.854014657370522e+17
BARS,7.976915506083471e+17
UniteBlue,7.662179533019505e+17
LesDeplorables,7.770922504300462e+17
Miami,7.770922504300462e+17
Deplorables,7.751587576637071e+17
BlackWomenDidThat,7.590843703217807e+17
AthleticsTVShows,7.651046232710308e+17
noDAPL,8.364815496085504e+17
SurvivalGuideToThanksgiving,8.007272399565824e+17
smlondon,7.803508911698166e+17
MerkelMussBleiben,7.560856974009303e+17
MondayMotivation,7.931563340614328e+17
TrumpsFavoriteHeadline,7.659303951541453e+17
TrumpWinsBecause,7.9605702697984e+17
LockHerUp,7.9605702697984e+17
TrumpForPresident,7.9605702697984e+17
EnoughIsEnough,7.772389675026637e+17
Obama,7.772389675026637e+17
AlternativeOscarNominations,7.04324915931906e+17
InsultingMovies,8.202148115942277e+17
tcot,6.948759729072251e+17
DemsInPhilly,7.591169816101765e+17
WorstPainEverIn3Words,7.683919737953526e+17
Politics,7.780752022781665e+17
MotivationMonday,8.15934231310377e+17
NeverHillary,7.588102825042289e+17
CrookedHillary,7.588102825042289e+17
RuinADinnerInOnePhrase,7.836829207120691e+17
ToDoListBeforeChristmas,8.032680272025395e+17
CCOT,6.952717801816515e+17
tcot,7.840287283723674e+17
MorningJoe,7.840287283723674e+17
Trump2016,7.840287283723674e+17
Hannity,7.840287283723674e+17
IslamKills,7.123542192321126e+17
WriteAPanel,7.959369405792297e+17
TeaPatynews,6.65174491300012e+17
wikileaks,7.697003752302879e+17
LockHerUp,7.589728113102684e+17
DemsInPhilly,7.589728113102684e+17
ClintonFoundation,7.778404863127757e+17
SoundCloud,8.93261454740136e+17
HillaryClinton,7.891839078917407e+17
TimMcGraw,5.6477738325784576e+17
ChristmasIn3Words,8.071460690418278e+17
NoMoreDEMOCRATS,7.778154944768492e+17
EnforceOurLaws,7.778154944768492e+17
TimeToCleanHouse,7.778154944768492e+17
NoMorePC,7.778154944768492e+17
ObamaWorld,7.778154944768492e+17
tcot,7.778154944768492e+17
MakeAmericaJimCrowAgain,8.381965222694912e+17
pjnet,7.018382384749691e+17
nowplaying,8.531651850197647e+17
MyBestFriendIsntAllowed,7.811432517135606e+17
2ndAmendmentDay,7.308167308517376e+17
MyBestFriendIsntAllowed,7.81120823629271e+17
OHvotesEarly,7.89373679008297e+17
ICelebrateTrumpWith,7.963784254392525e+17
Contaminated,8.530092329706209e+17
Prayers4California,6.724452873870213e+17
news,5.997047271195935e+17
surveillance,6.160146802183127e+17
GiftIdeasForPoliticians,8.090751415607624e+17
Trump,8.050478516087398e+17
RedneckAMovie,8.242171166897562e+17
AddASongRuinAMovie,8.06135717202133e+17
birtherism,7.769503275641283e+17
myfabolouslife,8.568434845773128e+17
FAKESMILE,8.206462914956534e+17
IDontNeedACostumeBecause,7.912984636234138e+17
pjnet,7.770333605983273e+17
OWS,7.770333605983273e+17
ChristmasBreakUpExcuses,8.071963656421458e+17
ElectionDay,7.960952498651177e+17
debatenight,7.805256513883996e+17
Debates2016,7.805256513883996e+17
HilaryClinton,7.699499479699292e+17
ISIS,7.699499479699292e+17
GameShowHostPickUpLines,7.727585878736568e+17
hillaryrottenclinton,7.694628228247757e+17
ThingsThatShouldBeCensored,8.014653675624243e+17
Progressives,7.992782032317358e+17
ChelseaNYC,7.774916762522993e+17
MustBeBanned,7.685106184333148e+17
MLKSitInHarlem,7.597678045893837e+17
TrumpWA,7.7079702365841e+17
RTifYouAre,8.268143356284928e+17
pjnet,6.887093564061819e+17
BTW17,8.982252993636475e+17
IHaveARightToKnow,7.811497328948347e+17
My4WordNewYearsResolution,8.115782332966666e+17
IdRunForPresidentIf,8.065349434593853e+17
TrumpTrain,7.741224710625116e+17
realdonaldtrump,7.741224710625116e+17
VoteTrump2016,7.741224710625116e+17
p2,8.089676911009792e+17
PodestaEmails16,7.907812047233597e+17
np,8.346913172507402e+17
NeverHillary,7.771073725736878e+17
TrumpPence16,7.771073725736878e+17
Merkel,7.561022741627576e+17
Trump2016,7.861474160555704e+17
racismmustfall,7.989652892579922e+17
IDontNeedACostumeBecause,7.91302357145514e+17
BetterAlternativeToDebates,7.855005208154276e+17
nichtmituns,8.760774777220342e+17
HateToEatAndRun,8.00728462210302e+17
Election2016,7.905353864938086e+17
Debate,7.854063235717489e+17
Hillary,7.854063235717489e+17
Trump,7.854063235717489e+17
MarthaRaddatz,7.854063235717489e+17
AndersonCooper,7.854063235717489e+17
debatenight,7.854063235717489e+17
